DataSource,tblName,tblObjectId,tblCreateDate,tblModifyDate,colName,colObjectId,colColumnId,colUserTypeId,colMaxLength,colIsNullable,colIsIdentity
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv5_cd,55086,47,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv5_ear,55086,50,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv5_tak,55086,49,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv6_bal,55086,52,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv6_cd,55086,51,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv6_ear,55086,54,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv6_tak,55086,53,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv7_bal,55086,56,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv7_cd,55086,55,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv7_ear,55086,58,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv7_tak,55086,57,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv8_bal,55086,60,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv8_cd,55086,59,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv8_ear,55086,62,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv8_tak,55086,61,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv9_bal,55086,64,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv9_cd,55086,63,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv9_ear,55086,66,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,lv9_tak,55086,65,106,5,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,mdearn_c,55086,86,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,mdearn_ft,55086,90,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,mdearn_m,55086,87,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,mdearn_q,55086,88,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,mdearn_y,55086,89,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,medtax_c,55086,126,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,medtax_ft,55086,130,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,medtax_m,55086,127,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,medtax_q,55086,128,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,medtax_y,55086,129,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,nocash_c,55086,111,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,nocash_ft,55086,115,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,nocash_m,55086,112,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,nocash_q,55086,113,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,nocash_y,55086,114,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,non_res_alien,55086,177,175,1,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,pay_freq,55086,2,175,1,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,pays_per_year,55086,181,52,2,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,pr_local,55086,24,175,6,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,pr_state,55086,18,175,2,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfictax_c,55086,163,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfictax_ft,55086,166,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfictax_m,55086,164,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfictax_q,55086,165,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfictax_y,55086,152,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfiearn_c,55086,159,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfiearn_ft,55086,162,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfiearn_m,55086,160,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfiearn_q,55086,161,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rfiearn_y,55086,151,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmdearn_c,55086,167,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmdearn_ft,55086,170,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmdearn_m,55086,168,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmdearn_q,55086,169,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmdearn_y,55086,153,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmedtax_c,55086,171,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmedtax_ft,55086,174,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmedtax_m,55086,172,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmedtax_q,55086,173,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,rmedtax_y,55086,154,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,s2earn_c,55086,96,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,s2earn_ft,55086,100,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,s2earn_m,55086,97,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,s2earn_y,55086,99,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sp1_amt,55086,4,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sp1_cd,55086,5,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sp2_amt,55086,6,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sp2_cd,55086,7,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sp3_amt,55086,8,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sp3_cd,55086,9,175,3,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,st2tax_c,55086,136,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,st2tax_ft,55086,140,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,st2tax_m,55086,137,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,st2tax_y,55086,139,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sta_dep,55086,20,52,2,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sta_exempt,55086,16,175,1,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,sta_marital,55086,19,175,2,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,statax_c,55086,131,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,statax_ft,55086,135,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,statax_m,55086,132,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,statax_q,55086,133,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,statax_y,55086,134,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,state_id,55086,17,175,2,1,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,stearn_c,55086,91,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,stearn_ft,55086,95,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,stearn_m,55086,92,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,stearn_q,55086,93,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,stearn_y,55086,94,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,tearn_c,55086,71,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,tearn_ft,55086,75,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,tearn_m,55086,72,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,tearn_q,55086,73,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,tearn_y,55086,74,106,9,0,0
fakesms,bk_payroll,55086,2016-10-15 13:08:09,2019-12-21 10:39:11,w4_sub_date,55086,176,58,4,0,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,change_date_time,2867127,8,61,8,0,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,change_uid,2867127,9,167,256,0,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,error_message,2867127,5,167,5000,1,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,field_number,2867127,3,52,2,0,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,group_number,2867127,4,52,2,0,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,screen_number,2867127,2,52,2,0,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,screen_type,2867127,1,175,2,0,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,show_both,2867127,7,175,1,1,0
fakesms,fms_user_rules_messages,2867127,2019-11-06 08:12:32,2019-11-06 08:12:32,show_custom_message,2867127,6,175,1,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,batch_no,3531096,1,175,8,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,locn,3531096,4,175,8,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,person,3531096,8,175,35,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,remarks,3531096,9,175,50,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,req_no,3531096,3,56,4,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,req_yr,3531096,2,175,2,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,requested,3531096,5,58,4,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,require,3531096,6,58,4,1,0
fakesms,dinvreq,3531096,2016-10-15 13:02:49,2016-10-15 13:02:49,ship_code,3531096,7,175,8,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,alt_vend_no,7007106,1,56,4,0,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,b_addr_1,7007106,5,175,35,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,b_addr_2,7007106,6,175,35,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,b_city,7007106,7,175,20,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,b_state,7007106,8,175,2,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,b_zip,7007106,9,175,10,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,cre_date,7007106,3,58,4,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,fed_id,7007106,10,175,15,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,form_1099,7007106,11,175,1,0,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ten99_addr_1,7007106,21,175,35,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ten99_addr_2,7007106,22,175,35,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ten99_city,7007106,23,175,20,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ten99_state,7007106,24,175,2,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ten99_ven_name,7007106,20,175,35,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ten99_zip,7007106,25,175,10,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,track_orig,7007106,12,175,1,0,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,type_g,7007106,15,175,1,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,type_int,7007106,17,175,1,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,type_misc,7007106,13,175,1,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ven_name,7007106,4,175,35,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,vend_no,7007106,2,175,8,1,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ytd_g,7007106,16,106,9,0,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ytd_int,7007106,18,106,9,0,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ytd_misc,7007106,14,106,9,0,0
fakesms,alt_vend_addr,7007106,2016-10-15 12:40:58,2016-10-15 14:02:22,ytd_paid,7007106,19,106,9,0,0
fakesms,app_ref,10483116,2016-10-15 12:38:08,2016-10-15 13:25:12,code,10483116,2,175,10,0,0
fakesms,app_ref,10483116,2016-10-15 12:38:08,2016-10-15 13:25:12,desc_x,10483116,3,175,25,1,0
